"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85"
"1" 0.0137395459976106 -0.00918992511912842 0.00246132208157523 -0.00456323337679254 -0.0764294049008165 0.0320987654320988 -0.029765311963366 -0.045531197301855 0.0231884057971012 0.0133266699983341 0.0526937618147447 0.182926829268293 0.00741413224390985 -0.0324892498805542 -0.0186656076250995 0.0969875091844232 -0.00975609756097584 -0.0107388316151202 -0.0441302485004285 0.0307219662058373 0.0164588528678304 0.00850822461712997 -0.0612043435340571 -0.0212765957446811 0.00969827586206873 0.0110974106041926 -0.0129480202664666 0.00144892538034269 0.00729166666666647 -0.0227711308375143 -0.0108780108780109 0.100947867298578 -0.0274314214463841 0.114285714285714 -0.0444753300903404 -0.0262216924910611 0.0053475935828875 -0.00504032258064535 0.0315708021666237 -0.0150851581508518 0.0125 0.00959367945823963 -0.0372578241430703 0.100806451612903 0.04508541024923 0.00625000000000009 -0.00136892539356581 0.0199851961509994 0.026421596783458 -0.00636574074074103 0.0990566037735849 -0.0203252032520324 -0.0218150087260034 0.0203658957542283 0.00420420420420409 0.0188848920863312 0.0512396694214874 -0.014218009478673 -0.0238095238095237 0.0392245266005413 -0.0300211416490483 0.0153061224489794 -0.0447820871651342 -0.0232496697490093 -0.0515337423312885 0.00842266462480845 0.0114547537227949 -0.0581560283687944 0.0144061466225591 -0.0112275449101794 -0.0918220946915351 0.039512400168138 0.0152008686210641 0.0288659793814432 0.069321533923304 0.0304198800342759 -0.0196671709531012 -0.0372046254399195 0.00285986653956138 0.0345528455284554 0.0233690360272638 -0.0165231556900163 -0.0296460176991152 0.017746913580247 0.0205784204671859
"2" 0.00412492634060091 -0.0199244245963589 -0.0326201332865662 0.0101506221349048 -0.011370814908402 -0.0271132376395533 -0.00235988200589943 0.0318021201413428 -0.0566572237960341 -0.019398323195791 -0.0760942760942758 -0.015463917525773 -0.0262841694202457 -0.0419753086419756 0.00404694455685983 -0.0368385800401876 -0.00656814449917897 0.0521059487624835 -0.0112057373375167 -0.0183805265772479 -0.036555446516192 -0.0461192350956131 -0.0573080967402734 -0.0275066548358472 -0.0160085378868727 -0.0182926829268295 -0.181939163498099 0.0086809741982159 -0.0455015511892449 -0.0134281200631914 -0.0117831893165748 0.0701678863538526 -0.00794871794871788 0.00505597688696269 0.00290909090909097 0.00611995104039198 -0.0372340425531914 0.115501519756839 -0.0584587688153223 -0.0424901185770752 -0.0169394200401951 -0.0257126886528789 -0.0350877192982455 -0.00976800976800984 -0.0109860664523044 0.0199645075421475 0.00822481151473609 -0.0152394775036284 -0.0100727476217122 -0.00757134536983128 0.0042918454935621 -0.0179806362378975 -0.0713648528099912 -0.0395805142083896 -0.0382775119617225 -0.0255957634598416 -0.0172955974842764 -0.0264423076923076 -0.00286944045911042 0.000433839479392351 -0.0204882301656495 -0.0382682643989175 -0.0376726663876098 -0.10440898025426 -0.0763260025873221 -0.00835231586940011 -0.0192525481313706 -0.0094126506024097 -0.0356616873553541 0.05223315669947 -0.0963665086887837 -0.0703598867771936 -0.0347593582887699 -0.0248496993987973 -0.0262068965517243 -0.045738045738046 -0.0643004115226337 -0.0073107049608353 -0.0304182509505704 -0.0137524557956779 -0.0104662226450997 -0.0425934690014196 0.0314637482900137 -0.000758150113722378 -0.0381471389645778
"3" 0.0495892018779347 -0.0280406589554852 0.00761421319796973 0.0087520259319287 -0.0878594249201278 0.0401639344262295 0.0230632761679481 0.0547945205479454 0.0292792792792798 -0.0202849958088855 0.0257531584062196 0.0244328097731239 -0.0405676384389949 0.0340206185567011 -0.0604594921402664 -0.047287899860918 0.0148760330578512 -0.0140321914981427 -0.0126926563916591 -0.0212550607287451 0.0168067226890751 -0.00589622641509446 0.0262130507529279 -0.0145985401459854 -0.0336225596529285 -0.0639751552795031 -0.0576342086916105 -0.0198422185034663 -0.00325027085590479 0.0324259407526022 0.00317965023847377 -0.0547063555913112 -0.00568622383044715 -0.0154509522098453 -0.00942712110224797 -0.0109489051094892 0.0220994475138121 0.0308810172570393 0.0109411514765247 0.0123839009287927 -0.0365070093457944 -0.00803212851405621 0.00588235294117667 -0.0508014796547472 0.0327824437821729 -0.000434971726837707 0.0108769544527532 -0.0265291083271922 0.0373092142453362 -0.0211267605633803 0.0854700854700856 0.0206572769953048 -0.00480307396733926 0.0176118351532231 0.00310945273631846 0.0362318840579712 -0.00896000000000041 0 0.0676258992805754 -0.0208152645273202 -0.00801068090787738 -0.017282958199357 -0.0382775119617225 -0.038356991845364 -0.0210084033613444 -0.0252679938744259 -0.00692840646651283 -0.0353477765108322 0.0247627359005125 0.00899280575539585 0.115384615384615 0.0756850804697695 0.0127423822714681 0.0472667488697081 -0.0198300283286117 -0.030936819172113 0.100604727872457 0.00315623356128358 -0.0147058823529409 0.0169322709163351 -0.037019230769231 0.0034602076124568 0.0526083112290006 0.0288315629742031 -0.0192634560906518
"4" 0.0656975118814647 0.153624233681933 0.0802446923353723 0.0218508997429305 0.0977232924693523 -0.0480693459416864 0.0491329479768783 0.0909090909090908 0.0466812545587159 0.0236139630390144 -0.153955471340597 0.0783645655877341 0.0763665594855312 0.0219341974077767 0.0540540540540544 0.0182481751824817 0.0716612377850163 0.0443700293009626 0.0119375573921028 -0.00413650465356785 -0.0212872526922114 0 0.0407608695652171 0.0199074074074075 0.0280583613916947 -0.0218978102189781 -0.0643649815043157 0.0963414634146342 0.0380434782608698 0.00232648313299721 0.0237717908082409 0.0225531914893613 0.0181959968806864 0.0142335766423358 0.0175695461200585 0.0221402214022139 0.027027027027027 -0.0696035242290749 0.0736576652306398 0.117737003058104 0.0551682327978176 0.0375939849624061 -0.00584795321637444 0.0839179007534425 0.0626967471143758 0.0126196692776326 0.0104236718224615 0.111279333838002 0.074659400544959 0.0215827338129495 0.12992125984252 0.00505979760809572 0.0714285714285716 0.0377293181031499 -0.0204587724736516 0.0506993006993008 0.0229254116887312 0.0617283950617282 0.126684636118598 0.0504871567759082 -0.0062808434275462 0.0323108384458075 -0.0131162369968343 0.0163316582914572 0.0743919885550788 0.0408483896307934 0.0813953488372097 -0.056737588652482 0.106344475196934 0.0235294117647056 -0.012539184952978 0.00930044480388181 0.00547045951859926 0 0.043352601156069 0.0337230215827338 0.072927072927073 0.00576822233875185 0.124378109452736 0.104799216454456 0.0154767848227659 0.105418719211822 0.0239395212095759 0.0143805309734515 0.01155401502022
"5" 0.0299055613850998 -0.00468896530165708 0.0139906728847436 -0.0273584905660375 -0.0580727504786216 -0.0562913907284767 0.0567493112947659 -0.0714285714285714 0.0209059233449478 0.0106987629555337 0.00167973124300147 -0.131121642969984 -0.00373412994772204 0.0185365853658537 -0.0390720390720395 0.00860215053763458 -0.0227963525835868 -0.0420841683366731 0.0190562613430125 -0.0186915887850466 0.00562947799385882 -0.0112692763938315 0.188511749347259 -0.0258738084430323 0.00764192139737996 0.0373134328358209 0.0814443858724303 -0.0240266963292552 -0.0240837696335078 -0.0119922630560928 -0.0139318885448918 0.0778193924261339 -0.0153178452897625 0.00935588341129923 -0.00287769784172642 -0.0132370637785799 -0.0210526315789472 0.0397727272727273 -0.0829908005480529 -0.0310077519379844 0.00775639184142496 0.0507246376811596 0.0470588235294118 0.169942473633749 0.0239447050111083 -0.00214868929952716 0.0329450915141429 0.00749318801089904 0.022312373225152 -0.0146713615023474 -0.142857142857143 -0.0132723112128148 0.0567567567567566 0.0530353569046029 0 -0.0723793677204657 0.0192550505050504 0.058139534883721 0.0143540669856459 -0.0075885328836427 0.0465011286681718 0.0150554675118864 -0.0192483959670027 -0.0213226205191593 -0.0559254327563251 -0.0422641509433963 -0.0709677419354839 -0.00960735171261518 -0.00875589338978144 -0.0219435736677117 -0.068253968253968 -0.0132211538461539 -0.00435255712731197 -0.110282574568289 -0.0228531855955677 -0.0782949108307961 0.042830540037244 0.00521376433785203 0.0221238938053099 -0.0328014184397165 0.0752212389380529 0.0158199643493766 0.00902378999179665 -0.0123591421301347 -0.0248429468874933
"6" 0.0690269994905754 -0.0135050251256279 -0.0459921156373193 -0.02295505981248 -0.0210027100271005 0.0710526315789473 -0.0192909280500519 -0.033653846153846 0.0150170648464163 -0.022328812437976 -0.0131358300726664 0.041818181818182 0.00404797601199403 -0.0292145593869735 0.000423549343498753 -0.0234541577825162 -0.0171073094867806 -0.0401673640167365 0.0120213713268036 0.0396825396825398 -0.013740458015267 -0.0227954409118177 -0.0166959578207383 0.00372786579683138 -0.0747562296858073 -0.0111183780248527 0.0348525469168899 -0.0139047184864372 0.031115879828326 -0.0117462803445579 -0.0431711145996858 0.00154440154440194 -0.0194451646357271 0.0224598930481281 -0.00721500721500734 0.0231707317073173 0.0161290322580645 0.098360655737705 0.0562966915688365 -0.036235294117647 0.0427594070695552 -0.00583554376657858 0.0199182839632277 -0.0278631427986068 -0.0248312439729987 -0.0185185185185185 -0.0225515463917524 0.026369168356998 -0.0545634920634922 -0.000595592614651141 0.0203252032520325 -0.0157699443413728 -0.0196078431372549 -0.015521064301552 -0.00696202531645584 -0.0430493273542601 -0.047383090740167 -0.0373626373626375 0.0801886792452831 0.0339847068819035 -0.0120793787748058 -0.0187353629976582 0.0691588785046731 -0.0419955794126932 -0.0987306064880112 -0.0102442868400315 0.0300925925925926 -0.00463939266132407 -0.0272762570374692 -0.00747863247863234 -0.0187393526405452 0.0320747056435244 -0.0213114754098362 0.00573445081605639 0.0155917788802269 0.022180273714016 -0.0209821428571428 0.0140041493775935 -0.0103896103896105 0.00641613198900104 0.03840877914952 0.0304891423557796 -0.0207317073170732 -0.00625690099374299 -0.01610541727672
"7" 0.0250178699070769 -0.0222858962113979 0.0347796143250692 0.0248180013236265 0.0352941176470589 -0.0917280917280917 0.0425305688463582 -0.00995024875621897 0.0295897780766643 0.0130265606496367 -0.00906258850184083 0.0191972076788829 0.00462893833059552 0.0320670942279233 0.00677392040643521 0.0254730713245999 0.0300632911392404 -0.0235396687009591 0.0347558293004839 -0.00458015267175571 0.0167698658410733 -0.00552486187845336 0.0656836461126007 0.0218198700092851 0.048009367681499 -0.00132275132275117 -0.00518134715025875 0.00416088765603351 -0.00208116545265369 0.0174326465927104 0.0180475799835929 0.0589822667694675 0.00475938656795316 -0.0969316596931661 -0.00508720930232576 0.0595947556615017 0.0158730158730158 0.102819237147596 -0.0610255114928004 -0.0322265625000001 0.0092946965554952 0.00266808964781218 0.0210315473209814 0.0115911485774502 0.0440049443757722 -0.0223782360684512 0.024390243902439 0.00197628458498045 0.0493179433368311 0.0119189511323001 0.095617529880478 -0.00895381715362864 0.0156521739130437 0.0421492921492923 0.0490758444869346 0.0299906279287718 -0.038036410923277 0.00456621004566227 0.0207423580786026 0.0238290879211174 0.0187772925764191 0.0517104216388227 -0.027534965034965 0.0702043506921555 0.0125195618153364 0.0191082802547771 0.0146067415730338 0.0245762711864403 -0.0352260253467713 0.017940437746681 -0.121527777777778 0.0550747442958297 0.0189838079285316 0.00745614035087705 0.00907187718073965 -0.0189289012003693 0.0547195622435022 -0.0102301790281329 0.048993875765529 0.01183970856102 -0.0118890356671068 -0.00936568752660716 0.0340390203403904 -0.0288888888888892 -0.0556547619047619
"8" -0.0378893537889353 0.0380983393031586 -0.010316139767055 -0.00322893122376455 -0.0267379679144385 0.0279531109107305 -0.0249872514023456 -0.115577889447236 -0.0581319399085565 -0.0121910487641954 0.0245784509859959 0.0513698630136987 -0.44218192627824 -0.0478011472275335 0.028595458368377 0.0177430801987224 0.0168970814132106 -0.0133928571428572 -0.010204081632653 0.00511247443762763 -0.0388226338492766 0.0487654320987656 0.0192872117400418 0.044070876874148 0.0513966480446928 0.0178807947019863 -0.0116003787878788 0.0651473296500922 0.105318039624609 -0.0050623052959502 -0.0128928283642222 0.0229341099381144 0.0163157894736841 0.0119691119691123 0.0467494521548579 -0.0191226096737909 -0.00520833333333337 -0.00375939849624085 0.000161403131220261 0.00857719475277507 0.0828819068255682 0.0244811069717936 0.0510053948013733 -0.0216666666666667 -0.057305233246507 0.0385996409335727 -0.00514800514800506 -0.0157790927021698 0.00249999999999995 -0.00471142520612511 0.0581818181818183 -0.00332857822158805 -0.0787671232876713 -0.0135844396418651 0.0419198055893071 -0.0263876251137397 0.0168976005407229 -0.0454545454545454 -0.043850267379679 0.0337078651685392 0.0261465923703388 0.0173978819969738 0.0368539325842694 -0.0403449337850323 -0.0911901081916539 0.0874999999999999 0.0155038759689921 0.0641025641025641 0.0861605295821266 0.0169192809305605 0.0988142292490117 -0.0186428038777032 -0.00876712328767115 0.00174140182847204 0.0712309820193635 -0.0207058823529411 0.00691742325983546 0.0273901808785526 -0.109257714762302 0.0513051305130516 0.03475935828877 -0.00580146110872348 0.0268968285828983 0.0102974828375288 0.0198550267885278
"9" -0.0591930417975359 0.0100376411543288 0.00033624747814387 0.0187884677680596 0.0264423076923075 -0.0350877192982455 -0.00679916317991658 -0.037878787878788 -0.0284327323162273 -0.0360101437024508 -0.0306834030683403 -0.00488599348534191 0.0133226751931785 0.00100401606425704 0.00490596892886352 0.143654114365412 -0.0438066465256798 0.00633484162895948 -0.00171821305841957 0.0147507629704984 0.00395987328405467 0.0223660977045324 -0.0366104483751541 0.0182767624020888 -0.018065887353879 -0.02081977878985 -0.0838323353293414 -0.0927166630646211 0.0122641509433963 0.0195694716242663 -0.00408163265306138 0.0295373665480427 -0.0155359917141373 -0.00610454025181228 -0.0195394277739008 -0.00917431192660545 -0.0523560209424083 0.0120754716981131 -0.043571812802582 -0.0370185092546274 -0.047273636818409 -0.0192207792207795 0.000466635557629491 -0.0396081771720614 -0.0241145440844008 0.0475367329299914 0.0119663648124191 -0.0100200400801601 -0.0344139650872815 -0.00591715976331331 -0.0721649484536083 -0.00286259541984757 -0.0315985130111525 -0.00500782472613459 0.00583090379008788 -0.118691588785046 -0.0531738118976405 -0.0809523809523811 -0.0883668903803131 0.0131987577639752 -0.0125313283208022 -0.0141263940520442 -0.0333766796705678 0.0519897304236197 -0.110544217687075 -0.0323275862068964 0.0970556161395859 -0.0174893120870578 0.209408627749738 -0.0145580589254766 -0.053956834532374 0.0486322188449853 0.0105030403537867 -0.0034767492394614 -0.026468689477082 -0.00480538202787129 -0.0257621296693858 -0.0130784708249496 -0.0505617977528089 -0.014554794520548 -0.0185185185185185 -0.0146963475253943 -0.00860046911649726 -0.0256700641751605 -0.0219406674907289
"10" 0.066769388803287 0.0527950310559004 -0.0349579831932774 0.0292527821939583 -0.00769488123118112 0.0990909090909089 -0.0489731437598735 0.0393700787401574 -0.0249821556031405 -0.0159593125219226 -0.016978417266187 0.00327332242225853 0.00604785695503551 -0.0561685055165495 -0.00610252237591546 0.00731707317073171 -0.014218009478673 -0.0512589928057555 -0.0236660929432011 0.0165413533834589 -0.027609781751249 -0.0351180195739784 -0.0491033304867632 -0.00769230769230766 -0.00432900432900429 -0.0338870431893691 -0.0847058823529414 -0.0273939971414959 -0.0382106244175209 -0.0441458733205375 -0.0180327868852459 -0.0563428966470788 -0.0236717517096268 -0.0253358925143956 0.0476868327402133 0.0243055555555554 -0.0220994475138121 -0.0790454884414614 0.0125984251968501 -0.0368831168831171 -0.0616959831976894 -0.0328389830508472 -0.0121268656716417 -0.0144124168514411 -0.0357786357786358 -0.0371287128712871 -0.0230105465004794 -0.0161943319838057 -0.0485537190082646 -0.0244047619047618 0.285185185185185 -0.0311004784688991 -0.0124760076775434 -0.0235923246303867 0.00695652173913053 -0.0243902439024393 -0.0245700245700243 -0.0699481865284974 -0.0392638036809816 -0.0551724137931036 -0.0249576988155666 -0.0218702865761689 0.039461883408072 -0.0234899328859058 0.0535372848948372 -0.0504825538233113 -0.0785288270377736 -0.0181962025316456 -0.0142519685039367 -0.00386915230390428 -0.0133079847908746 0.0105072463768114 -0.0508752735229758 -0.0100305276929784 0.0683023872679047 -0.0226943505552873 -0.029087703834288 -0.00713557594291536 0.0256410256410258 -0.0191138140747181 -0.0149188240456342 0.0188637859179643 -0.0461356466876972 -0.0340953118946147 -0.0170616113744076
